cve_id,description,published_date,cvss_score,vendor_raw,software_raw,vendor,software,software_version,operatig_system,source,reason,trigger,attacker_action,user_interaction,system_state,network_access,privilege,vulnerability_type,consequences
CVE-2024-0181,A vulnerability was found in RRJ Nueva Ecija Engineer Online Portal 1.0. It has been declared as problematic. Affected by this vulnerability is an unknown functionality of the file /admin/admin_user.php of the component Admin Panel. The manipulation of the argument Firstname/Lastname/Username leads to cross site scripting. The attack can be launched remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-249433 was assigned to this vulnerability.,2024-01-01T16:31:03.353Z,2.4,RRJ,Nueva Ecija Engineer Online Portal,RRJ Nueva Ecija,Engineer Online Portal,1.0,N/A,/admin/admin_user.php file of the Admin Panel,Improper handling of user-input for Firstname/Lastname/Username arguments,Manipulation of the argument Firstname/Lastname/Username,Inject and execute malicious script through user input fields,No,N/A,Remote,Unauthenticated,Cross Site Scripting (XSS),Execution of script in the victim's browser leading to potential data theft or session hijacking
CVE-2024-0321,Stack-based Buffer Overflow in GitHub repository gpac/gpac prior to 2.3-DEV.,2024-01-08T12:10:46.709Z,,gpac,gpac/gpac,GitHub,gpac,prior to 2.3-DEV,N/A,Stack-based buffer,Improper handling of buffer memory,Attempt to write out of bounds in buffer,Craft and execute a payload that overflows the buffer,No,,Local,Low,Stack-based Buffer Overflow,Potential execution of arbitrary code leading to system compromise
CVE-2024-0268,"A vulnerability, which was classified as critical, has been found in Kashipara Hospital Management System up to 1.0. Affected by this issue is some unknown functionality of the file registration.php. The manipulation of the argument name/email/pass/gender/age/city leads to sql injection. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-249824.",2024-01-07T07:31:04.120Z,7.3,Kashipara,Hospital Management System,Kashipara,Hospital Management System,up to 1.0,N/A,registration.php,manipulation of the argument name/email/pass/gender/age/city,manipulating input arguments,manipulate input arguments,No,,Remote,Unauthenticated,SQL Injection,Potential unauthorized database access or manipulation
CVE-2024-0194,"A vulnerability, which was classified as critical, has been found in CodeAstro Internet Banking System up to 1.0. This issue affects some unknown processing of the file pages_account.php of the component Profile Picture Handler. The manipulation leads to unrestricted upload. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-249509 was assigned to this vulnerability.",2024-01-02T20:31:03.655Z,6.3,CodeAstro,Internet Banking System,CodeAstro,Internet Banking System,up to 1.0,N/A,pages_account.php of the component Profile Picture Handler,unknown processing allows manipulation,manipulation of the file pages_account.php,upload files without restrictions,No,,Remote,Unauthenticated,Unrestricted Upload,Potential upload of malicious files leading to further compromise
CVE-2024-0301,A vulnerability classified as critical was found in fhs-opensource iparking 1.5.22.RELEASE. This vulnerability affects the function getData of the file src/main/java/com/xhb/pay/action/PayTempOrderAction.java. The manipulation leads to sql injection. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-249868.,2024-01-08T06:31:03.527Z,6.3,fhs-opensource,iparking,fhs-opensource,iparking,1.5.22.RELEASE,N/A,src/main/java/com/xhb/pay/action/PayTempOrderAction.java,Improper input validation in the function getData,Manipulation of input data,Initiate remote SQL injection,No,N/A,Remote,Unauthenticated,SQL Injection,Unauthorized access to database or data manipulation
CVE-2024-0182,A vulnerability was found in SourceCodester Engineers Online Portal 1.0 and classified as critical. Affected by this issue is some unknown functionality of the file /admin/ of the component Admin Login. The manipulation of the argument username/password leads to sql injection. The attack may be launched remotely. The identifier of this vulnerability is VDB-249440.,2024-01-01T21:00:06.265Z,7.3,SourceCodester,Engineers Online Portal,SourceCodester,Engineers Online Portal,1.0,N/A,/admin/ component in Admin Login,Improper sanitization of username/password inputs,Manipulation of username/password arguments,Manipulate argument username/password for SQL statements,No,N/A,Remote,Unauthenticated,SQL Injection,Potential unauthorized access to the database
CVE-2024-0300,A vulnerability was found in Byzoro Smart S150 Management Platform up to 20240101. It has been rated as critical. Affected by this issue is some unknown functionality of the file /useratte/userattestation.php of the component HTTP POST Request Handler. The manipulation of the argument web_img leads to unrestricted upload. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. VDB-249866 is the identifier assigned to this vulnerability. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.,2024-01-08T06:00:04.028Z,6.3,Byzoro,Smart S150 Management Platform,Byzoro,Smart S150 Management Platform,up to 20240101,N/A,HTTP POST Request Handler in the file /useratte/userattestation.php,manipulation of the argument web_img,manipulation of the argument web_img,manipulate the argument web_img to upload files,No,N/A,Remote,Unauthenticated or unknown,unrestricted upload,Potentially unauthorized file upload and execution
CVE-2024-0222,Use after free in ANGLE in Google Chrome prior to 120.0.6099.199 allowed a remote attacker who had compromised the renderer process to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High),2024-01-04T01:56:13.792Z,,Google,Chrome,Google,Chrome,prior to 120.0.6099.199,N/A,ANGLE,Use after free,via a crafted HTML page,compromise the renderer process,Yes,,Remote,Compromised renderer process privilege,Use after free,Potential heap corruption
CVE-2024-0263,A vulnerability was found in ACME Ultra Mini HTTPd 1.21. It has been classified as problematic. This affects an unknown part of the component HTTP GET Request Handler. The manipulation leads to denial of service. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. It is recommended to apply a patch to fix this issue. The associated identifier of this vulnerability is VDB-249819.,2024-01-07T03:31:03.968Z,5.3,ACME,Ultra Mini HTTPd,ACME,Ultra Mini HTTPd,1.21,N/A,HTTP GET Request Handler,Unknown cause leading to denial of service,Manipulation of HTTP GET Requests,Initiate an HTTP GET Request remotely,No,,Remote,Unauthenticated,Denial of Service,Denial of Service
CVE-2024-0193,"A use-after-free flaw was found in the netfilter subsystem of the Linux kernel. If the catchall element is garbage-collected when the pipapo set is removed, the element can be deactivated twice. This can cause a use-after-free issue on an NFT_CHAIN object or NFT_OBJECT object, allowing a local unprivileged user with CAP_NET_ADMIN capability to escalate their privileges on the system.",2024-01-02T18:05:13.332Z,7.8,,,Linux,Linux kernel,N/A,Linux,netfilter subsystem,catchall element is garbage-collected when the pipapo set is removed,deactivation of the element twice,exploit a use-after-free condition on NFT_CHAIN or NFT_OBJECT,No,local system with CAP_NET_ADMIN capability,Local,Unprivileged user with CAP_NET_ADMIN capability,Use-after-free,Privilege escalation on the system
CVE-2017-20188,A vulnerability has been found in Zimbra zm-ajax up to 8.8.1 and classified as problematic. Affected by this vulnerability is the function XFormItem.prototype.setError of the file WebRoot/js/ajax/dwt/xforms/XFormItem.js. The manipulation of the argument message leads to cross site scripting. The attack can be launched remotely. The complexity of an attack is rather high. The exploitation appears to be difficult. Upgrading to version 8.8.2 is able to address this issue. The identifier of the patch is 8d039d6efe80780adc40c6f670c06d21de272105. It is recommended to upgrade the affected component. The identifier VDB-249421 was assigned to this vulnerability.,2024-01-02T14:31:02.916Z,2.6,Zimbra,zm-ajax,Zimbra,zm-ajax,up to 8.8.1,N/A,XFormItem.prototype.setError of the file WebRoot/js/ajax/dwt/xforms/XFormItem.js,manipulation of the argument message,N/A,exploit cross site scripting by manipulating the argument message,No,N/A,Remote,Unauthenticated,Cross Site Scripting (XSS),Potential execution of malicious scripts in the context of the user's session
CVE-2015-10128,A vulnerability was found in rt-prettyphoto Plugin up to 1.2 on WordPress and classified as problematic. Affected by this issue is the function royal_prettyphoto_plugin_links of the file rt-prettyphoto.php. The manipulation leads to cross site scripting. The attack may be launched remotely. Upgrading to version 1.3 is able to address this issue. The patch is identified as 0d3d38cfa487481b66869e4212df1cefc281ecb7. It is recommended to upgrade the affected component. VDB-249422 is the identifier assigned to this vulnerability.,2024-01-02T13:31:03.041Z,3.5,,rt-prettyphoto Plugin,WordPress,rt-prettyphoto Plugin,up to 1.2,N/A,rt-prettyphoto.php,manipulation of the function royal_prettyphoto_plugin_links,N/A,launch a remote attack,N/A,N/A,Remote,N/A,cross site scripting,N/A
